edge_id,from_node,to_node,length_km,speed_kmph,travel_time_min,flooded
0,0,1,1.1650996526111324,28.776629358091363,2.4292622421747216,False
1,0,20,1.499314689830368,20.803594124649887,4.324199023053956,False
2,1,2,1.455256503496071,28.37797759584633,3.0768714900439056,False
3,1,21,1.2940748929806198,44.0338055088766,1.7632928310769131,False
4,2,3,0.9854698702361182,46.087391672195224,1.2829580948023025,True
5,2,22,1.9995990352457012,23.217621193336978,5.167451958823969,False
6,3,4,1.9611962845563542,37.787464709323984,3.1140426588171173,False
7,3,23,1.5869397158346032,37.493071011002016,2.5395727899199234,False
8,4,5,1.74223005204116,36.56795829726707,2.8586174342219706,False
9,4,24,1.4513334300612653,43.89206730747787,1.9839577205068244,False
10,5,6,1.5291324626296166,30.469257322411224,3.01116455799837,False
11,5,25,1.1950814665879035,27.111786201397216,2.6447865685654777,False
12,6,7,0.9926604658736701,47.26586598809453,1.2600981005493956,False
13,6,26,1.4199736474785916,33.17794627473935,2.5679232265676104,False
14,7,8,1.2006440093930544,20.13522308748083,3.5777423597741818,False
15,7,27,1.3881448352290515,45.087982173129404,1.8472481157823857,False
16,8,9,1.4316751345144965,36.24729149010963,2.3698462571833385,False
17,8,28,1.2839200073786778,38.613330067492626,1.995041616666319,False
18,9,10,1.6607421179872939,33.87290152538293,2.941718087084102,False
19,9,29,1.0839145879397467,29.760185734157155,2.1852980306416985,False
20,10,11,1.9587337142039423,28.409882844153493,4.136730288432779,False
21,10,30,0.8527101793135018,21.414537503889353,2.389153197892686,False
22,11,12,1.4628211628337842,36.02335624515409,2.4364545372374593,False
23,11,31,1.0417658420897369,28.33907750321674,2.205645209103551,False
24,12,13,1.4679088350568326,46.77131129216207,1.8830887497090438,False
25,12,32,1.6984091029228947,26.119688281656792,3.9014457246390153,False
26,13,14,1.4828670045474421,23.519541770271296,3.782897691710439,False
27,13,33,1.5353440339338982,31.08009385301346,2.9639756711063496,False
28,14,15,1.516485700162797,40.17840741344057,2.2646278901370773,False
29,14,34,1.341590301877343,22.92311438447076,3.5115393468163343,False
30,15,16,1.4841219649852433,46.59082261454152,1.911263053580898,False
31,15,35,1.3597798062048112,21.074619966311097,3.871329044258425,False
32,16,17,1.060332887372009,49.48681958988291,1.2855943010596504,False
33,16,36,1.8922948319724635,20.339370095040472,5.582163527573193,False
34,17,18,0.8106743426924609,49.34608469947759,0.9857005040576723,False
35,17,37,1.9026165546103964,28.949292915544124,3.9433430588326375,False
36,18,19,1.9386545276365985,42.36886539288872,2.7453950106891267,False
37,18,38,1.653210111067632,32.283170050381116,3.0725795053353786,False
38,19,39,1.0019032493306685,21.995658753804413,2.7330027089751354,False
39,20,21,1.3014666678376867,27.06179931307022,2.885543535626861,False
40,20,40,1.2636077401869525,48.56756695058933,1.5610513182253856,False
41,21,22,1.7696658318030212,29.889189483154844,3.552453303159087,False
42,21,41,0.918775486482813,29.560881694955476,1.864847258543579,False
43,22,23,1.3060476374636103,49.50218546608886,1.583018153844916,False
44,22,42,1.498411888332451,32.4732889954364,2.7685742984821076,False
45,23,24,1.5743893488039888,37.12056078869308,2.5447719248091976,False
46,23,43,1.0036739980536442,45.80036787820863,1.3148462048024498,False
47,24,25,1.7164687896526327,27.02660477834602,3.8106202471156516,False
48,24,44,1.4314802253397136,38.03690544779179,2.2580389363764355,False
49,25,26,0.9062788352104728,22.871602353825267,2.3774779427963377,False
50,25,45,1.0024017853071503,23.941608530648015,2.5121163868934553,False
51,26,27,1.288100325084769,42.55583325798223,1.8161087115028947,False
52,26,46,0.9538003196334609,48.28264006317453,1.1852711264986484,False
53,27,28,1.2090318747849809,47.90832260215005,1.5141818487262855,False
54,27,47,1.3379204296812897,35.21256874067805,2.279732170977413,False
55,28,29,1.101504046828476,22.47017725351536,2.94124261077509,False
56,28,48,1.5808795343976931,48.51900832078526,1.9549610626156844,False
57,29,30,0.8708320825833975,22.048998123899484,2.3697187809349396,True
58,29,49,1.6756763766046259,20.01072334768842,5.024335245127045,False
59,30,31,1.4780834126685405,27.74401080467348,3.1965459278574615,False
60,30,50,1.454458969363264,36.16794682321661,2.4128419174122935,False
61,31,32,1.5685955008113064,30.415612443384028,3.094323029788287,False
62,31,51,1.004060978160569,25.184865605926895,2.3920579776870703,False
63,32,33,1.6717772275844356,34.402248411725274,2.915699940730582,False
64,32,52,0.9438980943784981,33.18982546704888,1.7063628646958828,False
65,33,34,0.9513000739142738,21.13052559386662,2.7012108232378274,False
66,33,53,1.644217876854587,45.86243555487584,2.151064840270721,False
67,34,35,1.4167730950662174,34.7928084261768,2.4432171344931572,False
68,34,54,1.2957731348891552,39.07898835104297,1.9894677772863676,False
69,35,36,1.400225869507443,48.122722491382916,1.74581876961534,False
70,35,55,1.4427673289492535,43.397296096581215,1.9947334862591766,False
71,36,37,0.9722415795014331,44.24755913843714,1.3183663891509838,False
72,36,56,1.2669636769428712,47.39748183107228,1.6038366951118785,False
73,37,38,1.1083084564557208,29.502954251850056,2.253960970134823,False
74,37,57,1.1257828151287743,28.47389217407916,2.3722422103296776,False
75,38,39,1.883603308356503,46.36146010718408,2.4377187051509064,False
76,38,58,1.8592028668201857,41.63784087329182,2.6791055844772482,False
77,39,59,0.8988262795265719,33.228148125263935,1.6230087986935005,False
78,40,41,1.2313669837098873,20.437919179582728,3.614948193767231,False
79,40,60,0.8078852898697046,34.60064958814456,1.4009308486737464,False
80,41,42,1.7834812133588722,25.648096685246045,4.172195469891873,False
81,41,61,0.8683364599231007,30.434391590231698,1.7118853005791073,False
82,42,43,1.5876233567326397,35.58509294987269,2.6768906164765034,False
83,42,62,1.7806247184298556,47.957054742544145,2.2277740716010355,False
84,43,44,1.5515798247886647,49.01895126165162,1.8991591433770547,False
85,43,63,1.3568122007749406,47.94602531868341,1.6979245204455646,False
86,44,45,1.8245772893405399,37.652097574247435,2.9075309056701473,False
87,44,64,1.9996141595448977,27.317206602709014,4.391988218912394,False
88,45,46,1.4975064562833884,33.2978764515578,2.6983819075585456,False
89,45,65,1.8792774628232354,38.115787013927,2.9582662881444466,False
90,46,47,1.110855897917563,30.98930414083795,2.150785754082812,False
91,46,66,0.9773313104598322,35.306984883246386,1.6608577260703816,False
92,47,48,0.9406406837971175,37.84097894943908,1.4914635560363496,False
93,47,67,0.9873713041573429,28.718084994029038,2.062890971377723,False
94,48,49,1.4996023270333352,36.34913752904264,2.4753307984298103,False
95,48,68,1.5953162614883518,24.055139911305872,3.9791485745760875,False
96,49,50,0.9521608462011479,36.240459635898716,1.5764052483340456,False
97,49,69,1.6986704474650396,27.562834359593335,3.6977411509360505,False
98,50,51,1.4784998200988986,34.80170423764172,2.5490127897238057,False
99,50,70,1.9855216282222319,37.2921045878716,3.1945447705324366,False
100,51,52,1.5620510863229815,43.72381139372382,2.14352459659617,False
101,51,71,1.9985586453664677,22.630905152270792,5.298662069199469,False
102,52,53,1.7356680034919991,37.08283891739488,2.8083092678395167,False
103,52,72,1.0052226231288959,30.604308900420868,1.9707472429447455,False
104,53,54,1.2341718890696334,26.465009094308257,2.7980460191908176,False
105,53,73,1.0770574655323493,44.679406065228605,1.446381087465566,False
106,54,55,0.8149680511802688,38.709121402793144,1.263218623900045,False
107,54,74,1.3532782803696288,21.07402127751412,3.8529284825584864,False
108,55,56,1.922054061911396,25.31976804151362,4.554672204168806,False
109,55,75,1.1880694559026868,37.87459127253711,1.882110537938647,False
110,56,57,1.4139690766999475,23.61127627247553,3.5931198137262736,False
111,56,76,1.3778656967259924,32.47833905994823,2.54544857269223,False
112,57,58,1.088139189249997,31.293295379438753,2.086336723677159,False
113,57,77,1.1479476243132134,20.545099390171888,3.352471368025665,False
114,58,59,1.7268579251708809,29.21289263519447,3.546772201032433,False
115,58,78,1.3263895611342629,36.210609246594174,2.1977916230597825,False
116,59,79,1.1973665585896034,47.90225974209828,1.499762096864896,False
117,60,61,1.5331925578036794,36.71128107077463,2.5058115866584134,False
118,60,80,1.3485895377489405,34.21129179902985,2.3651656517463335,False
119,61,62,1.0571633640700047,47.85704816125168,1.3254014671042196,False
120,61,81,1.4781132188816668,45.140902646996736,1.9646659223107144,False
121,62,63,1.8778762154165343,24.12140143131113,4.671062468979758,False
122,62,82,1.0634551152303073,20.460762416433287,3.1185204937705984,False
123,63,64,1.7142793607069735,45.15792420255763,2.2777123496875187,False
124,63,83,1.5036579241097257,27.123107427222266,3.326295694129583,False
125,64,65,0.9504490101191584,44.3853241277256,1.284815234041002,False
126,64,84,1.1662718512693766,43.88557068083773,1.5945175143117636,False
127,65,66,1.8383586454296201,41.606431830834445,2.6510689302617143,False
128,65,85,1.782038673305051,29.705349298759227,3.599429830733185,False
129,66,67,1.0720136788497774,35.33804220976117,1.8201580141080869,False
130,66,86,1.0457643712683393,47.210645873538596,1.329061721463743,False
131,67,68,1.4700051210135436,36.23154494374796,2.434351264837032,False
132,67,87,1.10065641242691,45.16342587249638,1.4622315174241745,False
133,68,69,1.758419218184859,34.437384126451505,3.0636808156997204,False
134,68,88,0.9789024595643584,21.399282392274856,2.7446783727226545,False
135,69,70,1.5277871100347622,23.09278612255821,3.9695178449057087,False
136,69,89,0.9734830204992344,28.867042441883292,2.0233794767006774,False
137,70,71,0.8333461950076948,42.27120214353127,1.1828566296904635,False
